case,date,arrivals,capacity,opening_backlog,completed_on_time,completed_late,closing_backlog,past_due_at_close
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-16,899,2176,0,899,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-17,1202,2176,0,1202,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-18,12,2176,0,12,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-19,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-20,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-21,18,2176,0,18,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-22,4599,2176,0,2176,0,2423,2423
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-23,70,2176,2423,0,2176,317,317
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-24,2856,2176,317,1859,317,997,997
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-25,0,2176,997,0,997,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-26,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-27,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-28,2483,2176,0,2176,0,307,307
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-29,615,2176,307,615,307,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-30,1178,2176,0,1178,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-08-31,1595,2176,0,1595,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-01,1147,2176,0,1147,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-02,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-03,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-04,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-05,1323,2176,0,1323,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-06,826,2176,0,826,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-07,802,2176,0,802,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-08,375,2176,0,375,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-09,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-10,490,0,0,0,0,490,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-11,0,2176,490,490,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-12,2188,2176,0,2176,0,12,12
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-13,1403,2176,12,1403,12,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-14,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-15,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-16,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-17,515,0,0,0,0,515,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-18,32,2176,515,547,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-19,3603,2176,0,2176,0,1427,1427
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-20,0,2176,1427,0,1427,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-21,2785,2176,0,2176,0,609,609
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-22,0,2176,609,0,609,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-23,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-24,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-25,2378,2176,0,2176,0,202,202
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-26,131,2176,202,131,202,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-27,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-28,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-29,108,2176,0,108,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-09-30,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-01,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-02,5347,2176,0,2176,0,3171,3171
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-03,136,2176,3171,0,2176,1131,1131
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-04,60,2176,1131,60,1131,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-05,2341,2176,0,2176,0,165,165
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-06,1451,2176,165,1451,165,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-07,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-08,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-09,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-10,3,2176,0,3,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-11,319,2176,0,319,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-12,1938,2176,0,1938,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-13,1900,2176,0,1900,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-14,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-15,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-16,1273,2176,0,1273,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-17,720,2176,0,720,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-18,815,2176,0,815,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-19,531,2176,0,531,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-20,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-21,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-22,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-23,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-24,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-25,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-26,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-27,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-28,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-29,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-30,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-10-31,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-01,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-02,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-03,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-04,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-05,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-06,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-07,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-08,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-09,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-10,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-11,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-12,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-13,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-14,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-15,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d1,2023-11-16,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-05,2254,2176,0,2176,0,78,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-06,1556,2176,78,1634,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-07,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-08,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-09,1374,2176,0,1374,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-10,1551,2176,0,1551,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-11,807,2176,0,807,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-12,1897,2176,0,1897,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-13,660,2176,0,660,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-14,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-15,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-16,885,2176,0,885,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-17,997,2176,0,997,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-18,1908,2176,0,1908,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-19,250,2176,0,250,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-20,321,2176,0,321,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-21,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-22,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-23,856,2176,0,856,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-24,563,2176,0,563,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-25,1384,2176,0,1384,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-26,871,2176,0,871,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-27,730,2176,0,730,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-28,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-29,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-30,1083,2176,0,1083,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-01-31,1023,2176,0,1023,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-01,278,2176,0,278,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-02,1293,2176,0,1293,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-03,662,2176,0,662,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-04,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-05,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-06,1526,2176,0,1526,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-07,854,2176,0,854,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-08,975,2176,0,975,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-09,1707,2176,0,1707,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-10,462,2176,0,462,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-11,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-12,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-13,1306,2176,0,1306,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-14,638,2176,0,638,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-15,384,2176,0,384,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-16,2383,2176,0,2176,0,207,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-17,0,2176,207,207,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-18,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-19,510,0,0,0,0,510,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-20,0,2176,510,510,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-21,1943,2176,0,1943,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-22,1414,2176,0,1414,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-23,1907,2176,0,1907,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-24,1163,2176,0,1163,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-25,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-26,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-27,1496,2176,0,1496,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-02-28,1134,2176,0,1134,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-01,227,2176,0,227,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-02,2495,2176,0,2176,0,319,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-03,708,2176,319,1027,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-04,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-05,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-06,1586,2176,0,1586,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-07,479,2176,0,479,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-08,1728,2176,0,1728,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-09,1078,2176,0,1078,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-10,382,2176,0,382,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-11,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-12,437,0,0,0,0,437,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-13,0,2176,437,437,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-14,1656,2176,0,1656,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-15,384,2176,0,384,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-16,1518,2176,0,1518,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-17,2400,2176,0,2176,0,224,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-18,0,0,224,0,0,224,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-19,0,0,224,0,0,224,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-20,0,2176,224,224,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-21,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-22,5910,2176,0,2176,0,3734,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-23,0,2176,3734,2176,0,1558,1558
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-24,0,2176,1558,0,1558,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-25,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-26,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-27,1277,2176,0,1277,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-28,102,2176,0,102,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-29,3482,2176,0,2176,0,1306,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-30,0,2176,1306,1306,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-03-31,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-01,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-02,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-03,3070,2176,0,2176,0,894,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-04,1432,2176,894,2176,0,150,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-05,808,2176,150,958,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-06,909,2176,0,909,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-07,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-08,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-09,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-10,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-11,1284,2176,0,1284,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-12,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-13,3489,2176,0,2176,0,1313,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-14,0,2176,1313,1313,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-15,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-16,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-17,2661,2176,0,2176,0,485,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-18,513,2176,485,998,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-19,1325,2176,0,1325,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-20,878,2176,0,878,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-21,497,2176,0,497,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-22,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-23,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-24,1800,2176,0,1800,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-25,819,2176,0,819,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-26,1591,2176,0,1591,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-27,327,2176,0,327,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-28,432,2176,0,432,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-29,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-04-30,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-01,986,2176,0,986,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-02,1145,2176,0,1145,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-03,1466,2176,0,1466,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-04,2698,2176,0,2176,0,522,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-05,930,2176,522,1452,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-06,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-07,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-08,1028,2176,0,1028,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-09,1881,2176,0,1881,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-10,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-11,1986,2176,0,1986,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-12,744,2176,0,744,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-13,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-14,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-15,1049,2176,0,1049,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-16,2427,2176,0,2176,0,251,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-17,0,2176,251,251,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-18,1999,2176,0,1999,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-19,1526,2176,0,1526,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-20,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-21,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-22,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-23,1866,2176,0,1866,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-24,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-25,1869,2176,0,1869,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-26,1358,2176,0,1358,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-27,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-28,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-29,1285,2176,0,1285,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-30,1585,2176,0,1585,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-05-31,1369,2176,0,1369,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-01,709,2176,0,709,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-02,117,2176,0,117,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-03,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-04,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-05,1450,2176,0,1450,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-06,956,2176,0,956,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-07,1544,2176,0,1544,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-08,122,2176,0,122,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-09,708,2176,0,708,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-10,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-11,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-12,1282,2176,0,1282,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-13,521,2176,0,521,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-14,2095,2176,0,2095,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-15,478,2176,0,478,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-16,143,2176,0,143,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-17,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-18,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-19,1981,2176,0,1981,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-20,679,2176,0,679,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-21,536,2176,0,536,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-22,517,2176,0,517,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-23,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-24,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-25,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-26,2050,2176,0,2050,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-27,1895,2176,0,1895,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-28,636,2176,0,636,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-29,186,2176,0,186,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-06-30,515,2176,0,515,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-01,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-02,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-03,1355,2176,0,1355,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-04,1260,2176,0,1260,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-05,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-06,2395,2176,0,2176,0,219,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-07,180,2176,219,399,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-08,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-09,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-10,952,2176,0,952,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-11,1711,2176,0,1711,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-12,1009,2176,0,1009,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-13,549,2176,0,549,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-14,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-15,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-16,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-17,1685,2176,0,1685,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-18,1697,2176,0,1697,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-19,992,2176,0,992,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-20,339,2176,0,339,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-21,0,2176,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-22,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-23,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-24,1087,2176,0,1087,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-25,865,2176,0,865,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-26,469,2176,0,469,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-27,586,2176,0,586,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-28,668,2176,0,668,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-29,0,0,0,0,0,0,0
deduplicated_sensitivity_w9_a1_r40_d2,2023-07-30,0,0,0,0,0,0,0
