case_key,period,policy,basis,lead_days,demand_start,demand_end,cost_end,target_share,evidence,workers,absent,present_workers,rate,service_days,arrivals,completed_on_time,completed_late,overdue_unfinished,pending_not_due,on_time_unit_share,target_met,peak_backlog,backlog_unit_days,total_cost
full|extra4_ot2_temps0|deduplicated_sensitivity|40.0|2|3,full,extra4_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3734,24020,399080.0
full|extra4_ot2_temps0|deduplicated_sensitivity|50.0|0|1,full,extra4_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213,397760.0
full|extra4_ot2_temps0|deduplicated_sensitivity|50.0|0|3,full,extra4_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213,397760.0
full|extra4_ot2_temps0|deduplicated_sensitivity|50.0|1|1,full,extra4_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,397760.0
full|extra4_ot2_temps0|deduplicated_sensitivity|50.0|1|3,full,extra4_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,397760.0
full|extra4_ot2_temps0|deduplicated_sensitivity|50.0|2|1,full,extra4_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398156.0
full|extra4_ot2_temps0|deduplicated_sensitivity|50.0|2|3,full,extra4_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398156.0
full|extra4_ot2_temps2|retained|30.0|0|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,30.0,2,228195,226769,1426,0,0,0.9937509586099608,True,3871,36772,400784.0
full|extra4_ot2_temps2|retained|30.0|0|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,30.0,2,228195,226108,2087,0,0,0.9908543131970464,True,3871,37464,399740.0
full|extra4_ot2_temps2|retained|30.0|1|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,30.0,2,228195,225709,2486,0,0,0.9891058086285852,True,4075,48312,401462.0
full|extra4_ot2_temps2|retained|30.0|1|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,30.0,2,228195,224731,3464,0,0,0.9848200004382217,True,4075,49616,399806.0
full|extra4_ot2_temps2|retained|30.0|2|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,30.0,2,228195,224332,3863,0,0,0.9830714958697605,True,4279,71721,404729.0
full|extra4_ot2_temps2|retained|30.0|2|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,30.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76198,402512.0
full|extra4_ot2_temps2|retained|40.0|0|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,40.0,2,228195,228195,0,0,0,1.0,True,3191,20316,398306.0
full|extra4_ot2_temps2|retained|40.0|0|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,40.0,2,228195,228195,0,0,0,1.0,True,3191,20316,398222.0
full|extra4_ot2_temps2|retained|40.0|1|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,40.0,2,228195,228195,0,0,0,1.0,True,3463,24472,399347.0
full|extra4_ot2_temps2|retained|40.0|1|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,40.0,2,228195,227792,403,0,0,0.9982339665636846,True,3463,24868,398816.0
full|extra4_ot2_temps2|retained|40.0|2|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,228195,227599,596,0,0,0.9973881986897172,True,3735,31540,400256.0
full|extra4_ot2_temps2|retained|40.0|2|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,228195,226729,1466,0,0,0.9935756699314183,True,3735,32660,399080.0
full|extra4_ot2_temps2|retained|50.0|0|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,228195,228195,0,0,0,1.0,True,2511,13897,397760.0
full|extra4_ot2_temps2|retained|50.0|0|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,228195,228195,0,0,0,1.0,True,2511,13897,397760.0
full|extra4_ot2_temps2|retained|50.0|1|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,397760.0
full|extra4_ot2_temps2|retained|50.0|1|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,397760.0
full|extra4_ot2_temps2|retained|50.0|2|1,full,extra4_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,398240.0
full|extra4_ot2_temps2|retained|50.0|2|3,full,extra4_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,398156.0
full|extra4_ot2_temps2|deduplicated_sensitivity|30.0|0|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,30.0,2,215460,214035,1425,0,0,0.9933862433862434,True,3870,27473,400784.0
full|extra4_ot2_temps2|deduplicated_sensitivity|30.0|0|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,30.0,2,215460,213374,2086,0,0,0.9903183885640026,True,3870,28165,399740.0
full|extra4_ot2_temps2|deduplicated_sensitivity|30.0|1|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,30.0,2,215460,212975,2485,0,0,0.9884665367121508,True,4074,36729,400982.0
full|extra4_ot2_temps2|deduplicated_sensitivity|30.0|1|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,30.0,2,215460,211997,3463,0,0,0.9839274111203936,True,4074,38033,399542.0
full|extra4_ot2_temps2|deduplicated_sensitivity|30.0|2|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,30.0,2,215460,211598,3862,0,0,0.9820755592685417,True,4278,54618,403217.0
full|extra4_ot2_temps2|deduplicated_sensitivity|30.0|2|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,401720.0
full|extra4_ot2_temps2|deduplicated_sensitivity|40.0|0|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,40.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398306.0
full|extra4_ot2_temps2|deduplicated_sensitivity|40.0|0|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,40.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398222.0
full|extra4_ot2_temps2|deduplicated_sensitivity|40.0|1|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,40.0,2,215460,215460,0,0,0,1.0,True,3462,16955,399347.0
full|extra4_ot2_temps2|deduplicated_sensitivity|40.0|1|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,40.0,2,215460,215058,402,0,0,0.9981342244500139,True,3462,17350,398816.0
full|extra4_ot2_temps2|deduplicated_sensitivity|40.0|2|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,215460,214865,595,0,0,0.9972384665367121,True,3734,23060,400256.0
full|extra4_ot2_temps2|deduplicated_sensitivity|40.0|2|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3734,24020,399080.0
full|extra4_ot2_temps2|deduplicated_sensitivity|50.0|0|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213,397760.0
full|extra4_ot2_temps2|deduplicated_sensitivity|50.0|0|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213,397760.0
full|extra4_ot2_temps2|deduplicated_sensitivity|50.0|1|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,397760.0
full|extra4_ot2_temps2|deduplicated_sensitivity|50.0|1|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,397760.0
full|extra4_ot2_temps2|deduplicated_sensitivity|50.0|2|1,full,extra4_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398240.0
full|extra4_ot2_temps2|deduplicated_sensitivity|50.0|2|3,full,extra4_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398156.0
full|extra4_ot2_temps4|retained|30.0|0|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,30.0,2,228195,227421,774,0,0,0.9966081640702031,True,3871,35876,401960.0
full|extra4_ot2_temps4|retained|30.0|0|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,30.0,2,228195,226108,2087,0,0,0.9908543131970464,True,3871,37464,399740.0
full|extra4_ot2_temps4|retained|30.0|1|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,30.0,2,228195,226503,1692,0,0,0.9925852888976533,True,4075,47366,402671.0
full|extra4_ot2_temps4|retained|30.0|1|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,30.0,2,228195,224731,3464,0,0,0.9848200004382217,True,4075,49616,399806.0
full|extra4_ot2_temps4|retained|30.0|2|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,30.0,2,228195,225310,2885,0,0,0.987357304060124,True,4279,70417,405617.0
full|extra4_ot2_temps4|retained|30.0|2|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,30.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76198,402512.0
full|extra4_ot2_temps4|retained|40.0|0|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,40.0,2,228195,228195,0,0,0,1.0,True,3191,20316,398480.0
full|extra4_ot2_temps4|retained|40.0|0|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,40.0,2,228195,228195,0,0,0,1.0,True,3191,20316,398222.0
full|extra4_ot2_temps4|retained|40.0|1|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,40.0,2,228195,228195,0,0,0,1.0,True,3463,24354,399605.0
full|extra4_ot2_temps4|retained|40.0|1|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,40.0,2,228195,227792,403,0,0,0.9982339665636846,True,3463,24868,398816.0
full|extra4_ot2_temps4|retained|40.0|2|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,228195,228050,145,0,0,0.9993645785402835,True,3735,31078,400820.0
full|extra4_ot2_temps4|retained|40.0|2|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,228195,226729,1466,0,0,0.9935756699314183,True,3735,32660,399080.0
full|extra4_ot2_temps4|retained|50.0|0|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,228195,228195,0,0,0,1.0,True,2511,13897,397760.0
full|extra4_ot2_temps4|retained|50.0|0|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,228195,228195,0,0,0,1.0,True,2511,13897,397760.0
full|extra4_ot2_temps4|retained|50.0|1|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,397760.0
full|extra4_ot2_temps4|retained|50.0|1|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,397760.0
full|extra4_ot2_temps4|retained|50.0|2|1,full,extra4_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,398240.0
full|extra4_ot2_temps4|retained|50.0|2|3,full,extra4_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,398156.0
full|extra4_ot2_temps4|deduplicated_sensitivity|30.0|0|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,30.0,2,215460,214687,773,0,0,0.9964123271140815,True,3870,26703,401960.0
full|extra4_ot2_temps4|deduplicated_sensitivity|30.0|0|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,30.0,2,215460,213374,2086,0,0,0.9903183885640026,True,3870,28165,399740.0
full|extra4_ot2_temps4|deduplicated_sensitivity|30.0|1|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,30.0,2,215460,213769,1691,0,0,0.9921516754850088,True,4074,35783,402191.0
full|extra4_ot2_temps4|deduplicated_sensitivity|30.0|1|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,30.0,2,215460,211997,3463,0,0,0.9839274111203936,True,4074,38033,399542.0
full|extra4_ot2_temps4|deduplicated_sensitivity|30.0|2|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,30.0,2,215460,212576,2884,0,0,0.9866146848602989,True,4278,53314,403904.0
full|extra4_ot2_temps4|deduplicated_sensitivity|30.0|2|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,401720.0
full|extra4_ot2_temps4|deduplicated_sensitivity|40.0|0|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,40.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398480.0
full|extra4_ot2_temps4|deduplicated_sensitivity|40.0|0|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,40.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398222.0
full|extra4_ot2_temps4|deduplicated_sensitivity|40.0|1|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,40.0,2,215460,215460,0,0,0,1.0,True,3462,16837,399605.0
full|extra4_ot2_temps4|deduplicated_sensitivity|40.0|1|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,40.0,2,215460,215058,402,0,0,0.9981342244500139,True,3462,17350,398816.0
full|extra4_ot2_temps4|deduplicated_sensitivity|40.0|2|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,215460,215316,144,0,0,0.9993316624895572,True,3734,22598,400820.0
full|extra4_ot2_temps4|deduplicated_sensitivity|40.0|2|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3734,24020,399080.0
full|extra4_ot2_temps4|deduplicated_sensitivity|50.0|0|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213,397760.0
full|extra4_ot2_temps4|deduplicated_sensitivity|50.0|0|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,0,10,50.0,2,215460,215460,0,0,0,1.0,True,2510,9213,397760.0
full|extra4_ot2_temps4|deduplicated_sensitivity|50.0|1|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,397760.0
full|extra4_ot2_temps4|deduplicated_sensitivity|50.0|1|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,1,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,397760.0
full|extra4_ot2_temps4|deduplicated_sensitivity|50.0|2|1,full,extra4_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398240.0
full|extra4_ot2_temps4|deduplicated_sensitivity|50.0|2|3,full,extra4_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,10,2,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,398156.0
selection|extra0_ot0_temps0|retained|30.0|0|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,0,6,30.0,2,148824,81232,67592,0,0,0.5458259420523571,False,4687,282396,155232.0
selection|extra0_ot0_temps0|retained|30.0|0|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,0,6,30.0,2,148824,81232,67592,0,0,0.5458259420523571,False,4687,282396,155232.0
selection|extra0_ot0_temps0|retained|30.0|1|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,1,5,30.0,2,148824,3704,145120,0,0,0.024888458850723,False,20044,1970642,155232.0
selection|extra0_ot0_temps0|retained|30.0|1|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,1,5,30.0,2,148824,3704,145120,0,0,0.024888458850723,False,20044,1970642,155232.0
selection|extra0_ot0_temps0|retained|30.0|2|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,2,4,30.0,2,148824,1826,118126,28872,0,0.012269526420469816,False,45192,5040446,155232.0
selection|extra0_ot0_temps0|retained|30.0|2|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,2,4,30.0,2,148824,1826,118126,28872,0,0.012269526420469816,False,45192,5040446,155232.0
selection|extra0_ot0_temps0|retained|40.0|0|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,0,6,40.0,2,148824,145024,3800,0,0,0.9744664839004462,True,4279,51637,155232.0
selection|extra0_ot0_temps0|retained|40.0|0|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,0,6,40.0,2,148824,145024,3800,0,0,0.9744664839004462,True,4279,51637,155232.0
selection|extra0_ot0_temps0|retained|40.0|1|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,1,5,40.0,2,148824,132414,16410,0,0,0.8897355265279794,False,4551,130624,155232.0
selection|extra0_ot0_temps0|retained|40.0|1|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,1,5,40.0,2,148824,132414,16410,0,0,0.8897355265279794,False,4551,130624,155232.0
selection|extra0_ot0_temps0|retained|40.0|2|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,2,4,40.0,2,148824,22863,125961,0,0,0.15362441541686825,False,12168,1042010,155232.0
selection|extra0_ot0_temps0|retained|40.0|2|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,2,4,40.0,2,148824,22863,125961,0,0,0.15362441541686825,False,12168,1042010,155232.0
selection|extra0_ot0_temps0|retained|50.0|0|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,0,6,50.0,2,148824,146993,1831,0,0,0.9876968768478203,True,3871,21116,155232.0
selection|extra0_ot0_temps0|retained|50.0|0|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,0,6,50.0,2,148824,146993,1831,0,0,0.9876968768478203,True,3871,21116,155232.0
selection|extra0_ot0_temps0|retained|50.0|1|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,1,5,50.0,2,148824,145704,3120,0,0,0.9790356394129979,True,4211,42907,155232.0
selection|extra0_ot0_temps0|retained|50.0|1|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,1,5,50.0,2,148824,145704,3120,0,0,0.9790356394129979,True,4211,42907,155232.0
selection|extra0_ot0_temps0|retained|50.0|2|1,selection,extra0_ot0_temps0,retained,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,2,4,50.0,2,148824,132414,16410,0,0,0.8897355265279794,False,4551,130624,155232.0
selection|extra0_ot0_temps0|retained|50.0|2|3,selection,extra0_ot0_temps0,retained,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,2,4,50.0,2,148824,132414,16410,0,0,0.8897355265279794,False,4551,130624,155232.0
selection|extra0_ot0_temps0|deduplicated_sensitivity|30.0|0|1,selection,extra0_ot0_temps0,deduplicated_sensitivity,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,0,6,30.0,2,139006,112864,26142,0,0,0.8119361754168885,False,4686,156017,155232.0
selection|extra0_ot0_temps0|deduplicated_sensitivity|30.0|0|3,selection,extra0_ot0_temps0,deduplicated_sensitivity,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,0,6,30.0,2,139006,112864,26142,0,0,0.8119361754168885,False,4686,156017,155232.0
selection|extra0_ot0_temps0|deduplicated_sensitivity|30.0|1|1,selection,extra0_ot0_temps0,deduplicated_sensitivity,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,1,5,30.0,2,139006,18138,120868,0,0,0.13048357624850726,False,12786,1173162,155232.0
selection|extra0_ot0_temps0|deduplicated_sensitivity|30.0|1|3,selection,extra0_ot0_temps0,deduplicated_sensitivity,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,1,5,30.0,2,139006,18138,120868,0,0,0.13048357624850726,False,12786,1173162,155232.0
selection|extra0_ot0_temps0|deduplicated_sensitivity|30.0|2|1,selection,extra0_ot0_temps0,deduplicated_sensitivity,1,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,2,4,30.0,2,139006,1826,118126,19054,0,0.01313612362056314,False,36485,4166868,155232.0
selection|extra0_ot0_temps0|deduplicated_sensitivity|30.0|2|3,selection,extra0_ot0_temps0,deduplicated_sensitivity,3,2023-01-05,2023-06-30,2023-07-28,0.95,Hypothetical historical replay,6,2,4,30.0,2,139006,1826,118126,19054,0,0.01313612362056314,False,36485,4166868,155232.0
