case_key,period,policy,basis,lead_days,demand_start,demand_end,cost_end,target_share,evidence,workers,absent,present_workers,rate,service_days,arrivals,completed_on_time,completed_late,overdue_unfinished,pending_not_due,on_time_unit_share,target_met,peak_backlog,backlog_unit_days,total_cost
full|extra3_ot2_temps0|deduplicated_sensitivity|30.0|1|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,361944.0
full|extra3_ot2_temps0|deduplicated_sensitivity|30.0|2|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,206806,8654,0,0,0.9598347721154739,True,4482,105390,363627.0
full|extra3_ot2_temps0|deduplicated_sensitivity|30.0|2|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,206806,8654,0,0,0.9598347721154739,True,4482,105390,363627.0
full|extra3_ot2_temps0|deduplicated_sensitivity|40.0|0|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,215058,402,0,0,0.9981342244500139,True,3462,17350,359040.0
full|extra3_ot2_temps0|deduplicated_sensitivity|40.0|0|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,215058,402,0,0,0.9981342244500139,True,3462,17350,359040.0
full|extra3_ot2_temps0|deduplicated_sensitivity|40.0|1|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3734,24020,359304.0
full|extra3_ot2_temps0|deduplicated_sensitivity|40.0|1|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3734,24020,359304.0
full|extra3_ot2_temps0|deduplicated_sensitivity|40.0|2|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,212456,3004,0,0,0.9860577369349299,True,4006,33628,359370.0
full|extra3_ot2_temps0|deduplicated_sensitivity|40.0|2|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,212456,3004,0,0,0.9860577369349299,True,4006,33628,359370.0
full|extra3_ot2_temps0|deduplicated_sensitivity|50.0|0|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot2_temps0|deduplicated_sensitivity|50.0|0|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot2_temps0|deduplicated_sensitivity|50.0|1|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,358380.0
full|extra3_ot2_temps0|deduplicated_sensitivity|50.0|1|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,358380.0
full|extra3_ot2_temps0|deduplicated_sensitivity|50.0|2|1,full,extra3_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,214905,555,0,0,0.9974241158451684,True,3530,18529,358908.0
full|extra3_ot2_temps0|deduplicated_sensitivity|50.0|2|3,full,extra3_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,214905,555,0,0,0.9974241158451684,True,3530,18529,358908.0
full|extra3_ot2_temps2|retained|30.0|0|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,225709,2486,0,0,0.9891058086285852,True,4075,48312,361686.0
full|extra3_ot2_temps2|retained|30.0|0|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,224731,3464,0,0,0.9848200004382217,True,4075,49616,360030.0
full|extra3_ot2_temps2|retained|30.0|1|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,224332,3863,0,0,0.9830714958697605,True,4279,71721,364953.0
full|extra3_ot2_temps2|retained|30.0|1|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76198,362736.0
full|extra3_ot2_temps2|retained|30.0|2|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,221557,6638,0,0,0.9709108437958763,True,4483,117555,370920.0
full|extra3_ot2_temps2|retained|30.0|2|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,217617,10578,0,0,0.9536449089594425,True,4483,134846,366252.0
full|extra3_ot2_temps2|retained|40.0|0|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,228195,0,0,0,1.0,True,3463,24472,359571.0
full|extra3_ot2_temps2|retained|40.0|0|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,227792,403,0,0,0.9982339665636846,True,3463,24868,359040.0
full|extra3_ot2_temps2|retained|40.0|1|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,227599,596,0,0,0.9973881986897172,True,3735,31540,360480.0
full|extra3_ot2_temps2|retained|40.0|1|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,226729,1466,0,0,0.9935756699314183,True,3735,32660,359304.0
full|extra3_ot2_temps2|retained|40.0|2|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,226375,1820,0,0,0.9920243651263174,True,4007,42611,360951.0
full|extra3_ot2_temps2|retained|40.0|2|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,225190,3005,0,0,0.9868314380244966,True,4007,44147,359403.0
full|extra3_ot2_temps2|retained|50.0|0|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot2_temps2|retained|50.0|0|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot2_temps2|retained|50.0|1|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,358464.0
full|extra3_ot2_temps2|retained|50.0|1|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,358380.0
full|extra3_ot2_temps2|retained|50.0|2|1,full,extra3_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,228183,12,0,0,0.9999474133964372,True,3531,25694,359472.0
full|extra3_ot2_temps2|retained|50.0|2|3,full,extra3_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,227639,556,0,0,0.9975634873682596,True,3531,26272,358908.0
full|extra3_ot2_temps2|deduplicated_sensitivity|30.0|0|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,212975,2485,0,0,0.9884665367121508,True,4074,36729,361206.0
full|extra3_ot2_temps2|deduplicated_sensitivity|30.0|0|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,211997,3463,0,0,0.9839274111203936,True,4074,38033,359766.0
full|extra3_ot2_temps2|deduplicated_sensitivity|30.0|1|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,211598,3862,0,0,0.9820755592685417,True,4278,54618,363441.0
full|extra3_ot2_temps2|deduplicated_sensitivity|30.0|1|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,361944.0
full|extra3_ot2_temps2|deduplicated_sensitivity|30.0|2|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,209710,5750,0,0,0.9733129119094032,True,4482,91677,366885.0
full|extra3_ot2_temps2|deduplicated_sensitivity|30.0|2|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,206806,8654,0,0,0.9598347721154739,True,4482,105064,364107.0
full|extra3_ot2_temps2|deduplicated_sensitivity|40.0|0|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,215460,0,0,0,1.0,True,3462,16955,359571.0
full|extra3_ot2_temps2|deduplicated_sensitivity|40.0|0|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,215058,402,0,0,0.9981342244500139,True,3462,17350,359040.0
full|extra3_ot2_temps2|deduplicated_sensitivity|40.0|1|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,214865,595,0,0,0.9972384665367121,True,3734,23060,360480.0
full|extra3_ot2_temps2|deduplicated_sensitivity|40.0|1|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3734,24020,359304.0
full|extra3_ot2_temps2|deduplicated_sensitivity|40.0|2|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,213641,1819,0,0,0.9915575976979486,True,4006,32092,360711.0
full|extra3_ot2_temps2|deduplicated_sensitivity|40.0|2|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,212456,3004,0,0,0.9860577369349299,True,4006,33628,359370.0
full|extra3_ot2_temps2|deduplicated_sensitivity|50.0|0|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot2_temps2|deduplicated_sensitivity|50.0|0|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot2_temps2|deduplicated_sensitivity|50.0|1|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,358464.0
full|extra3_ot2_temps2|deduplicated_sensitivity|50.0|1|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,358380.0
full|extra3_ot2_temps2|deduplicated_sensitivity|50.0|2|1,full,extra3_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,215449,11,0,0,0.9999489464401745,True,3530,17951,359472.0
full|extra3_ot2_temps2|deduplicated_sensitivity|50.0|2|3,full,extra3_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,214905,555,0,0,0.9974241158451684,True,3530,18529,358908.0
full|extra3_ot2_temps4|retained|30.0|0|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,226503,1692,0,0,0.9925852888976533,True,4075,47366,362895.0
full|extra3_ot2_temps4|retained|30.0|0|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,228195,224731,3464,0,0,0.9848200004382217,True,4075,49616,360030.0
full|extra3_ot2_temps4|retained|30.0|1|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,225310,2885,0,0,0.987357304060124,True,4279,70417,365841.0
full|extra3_ot2_temps4|retained|30.0|1|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76198,362736.0
full|extra3_ot2_temps4|retained|30.0|2|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,223671,4524,0,0,0.9801748504568462,True,4483,109080,373311.0
full|extra3_ot2_temps4|retained|30.0|2|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,228195,217617,10578,0,0,0.9536449089594425,True,4483,134846,366252.0
full|extra3_ot2_temps4|retained|40.0|0|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,228195,0,0,0,1.0,True,3463,24354,359829.0
full|extra3_ot2_temps4|retained|40.0|0|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,228195,227792,403,0,0,0.9982339665636846,True,3463,24868,359040.0
full|extra3_ot2_temps4|retained|40.0|1|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,228050,145,0,0,0.9993645785402835,True,3735,31078,361044.0
full|extra3_ot2_temps4|retained|40.0|1|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,228195,226729,1466,0,0,0.9935756699314183,True,3735,32660,359304.0
full|extra3_ot2_temps4|retained|40.0|2|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,227245,950,0,0,0.9958368938846163,True,4007,41619,362028.0
full|extra3_ot2_temps4|retained|40.0|2|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,228195,225190,3005,0,0,0.9868314380244966,True,4007,44147,359403.0
full|extra3_ot2_temps4|retained|50.0|0|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot2_temps4|retained|50.0|0|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,228195,228195,0,0,0,1.0,True,2851,16629,357984.0
full|extra3_ot2_temps4|retained|50.0|1|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,358464.0
full|extra3_ot2_temps4|retained|50.0|1|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,228195,228195,0,0,0,1.0,True,3191,20316,358380.0
full|extra3_ot2_temps4|retained|50.0|2|1,full,extra3_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,228195,0,0,0,1.0,True,3531,25588,359730.0
full|extra3_ot2_temps4|retained|50.0|2|3,full,extra3_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,228195,227639,556,0,0,0.9975634873682596,True,3531,26272,358908.0
full|extra3_ot2_temps4|deduplicated_sensitivity|30.0|0|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,213769,1691,0,0,0.9921516754850088,True,4074,35783,362415.0
full|extra3_ot2_temps4|deduplicated_sensitivity|30.0|0|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,30.0,2,215460,211997,3463,0,0,0.9839274111203936,True,4074,38033,359766.0
full|extra3_ot2_temps4|deduplicated_sensitivity|30.0|1|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,212576,2884,0,0,0.9866146848602989,True,4278,53314,364128.0
full|extra3_ot2_temps4|deduplicated_sensitivity|30.0|1|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,30.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,361944.0
full|extra3_ot2_temps4|deduplicated_sensitivity|30.0|2|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,211199,4261,0,0,0.9802237074166898,True,4482,86016,368340.0
full|extra3_ot2_temps4|deduplicated_sensitivity|30.0|2|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,30.0,2,215460,206806,8654,0,0,0.9598347721154739,True,4482,105064,364107.0
full|extra3_ot2_temps4|deduplicated_sensitivity|40.0|0|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,215460,0,0,0,1.0,True,3462,16837,359829.0
full|extra3_ot2_temps4|deduplicated_sensitivity|40.0|0|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,40.0,2,215460,215058,402,0,0,0.9981342244500139,True,3462,17350,359040.0
full|extra3_ot2_temps4|deduplicated_sensitivity|40.0|1|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,215316,144,0,0,0.9993316624895572,True,3734,22598,361044.0
full|extra3_ot2_temps4|deduplicated_sensitivity|40.0|1|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,40.0,2,215460,213995,1465,0,0,0.993200594077787,True,3734,24020,359304.0
full|extra3_ot2_temps4|deduplicated_sensitivity|40.0|2|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,214511,949,0,0,0.9955954701568737,True,4006,31118,361788.0
full|extra3_ot2_temps4|deduplicated_sensitivity|40.0|2|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,40.0,2,215460,212456,3004,0,0,0.9860577369349299,True,4006,33628,359370.0
full|extra3_ot2_temps4|deduplicated_sensitivity|50.0|0|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot2_temps4|deduplicated_sensitivity|50.0|0|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,0,9,50.0,2,215460,215460,0,0,0,1.0,True,2850,11263,357984.0
full|extra3_ot2_temps4|deduplicated_sensitivity|50.0|1|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,358464.0
full|extra3_ot2_temps4|deduplicated_sensitivity|50.0|1|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,1,8,50.0,2,215460,215460,0,0,0,1.0,True,3190,13887,358380.0
full|extra3_ot2_temps4|deduplicated_sensitivity|50.0|2|1,full,extra3_ot2_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,215460,0,0,0,1.0,True,3530,17846,359730.0
full|extra3_ot2_temps4|deduplicated_sensitivity|50.0|2|3,full,extra3_ot2_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,9,2,7,50.0,2,215460,214905,555,0,0,0.9974241158451684,True,3530,18529,358908.0
